customer_id,first_name,last_name,email,phone,age,gender,country,city,registration_date,last_purchase_date,total_spent,num_orders,is_premium,credit_score,annual_income,zip_code,ip_address,user_agent,preferred_category
38,Christopher,Lee,charles.king36@email.com,+33-1-1339,29,Female,France,Bordeaux,2023-03-29,2024-03-30,9693.65,61,False,728,83523,53687,196.137.20.196,Mozilla/5.0 (iPhone),Beauty
39,Charles,Williams,william.rodriguez42@email.com,+1-555-3634,25,Female,USA,Boston,2022-09-18,2024-07-24,8266.78,1,True,827,90552,64165,85.210.253.74,Mozilla/5.0 (Windows NT 10.0),Fashion
40,Nancy,Jones,ashley.martinez57@email.com,+33-1-6927,62,Female,France,Lyon,2019-04-16,2024-04-14,385.81,81,False,672,123032,30758,160.255.226.195,Mozilla/5.0 (iPhone),Sports
41,Mary,King,mark.martinez66@email.com,+1-555-7684,63,Female,USA,Dallas,2019-08-29,2024-11-27,8363.77,61,True,674,89871,82255,24.115.58.119,Mozilla/5.0 (Macintosh),Home
42,Ashley,Lewis,christopher.rodriguez1@email.com,+44-20-9327,36,Female,UK,Belfast,2023-05-02,2024-07-31,5841.24,85,False,800,143411,SE8D 6CD,192.69.35.71,Mozilla/5.0 (Android),Books
43,William,Harris,mary.white49@email.com,+44-20-4912,42,Male,UK,Glasgow,2023-05-08,2024-07-29,9651.76,17,True,807,107356,NW2D 2DA,147.196.119.220,Mozilla/5.0 (Linux),Fashion
44,Sandra,Hernandez,sandra.thompson69@email.com,+49-30-3529,42,Female,Germany,Leipzig,2022-06-30,2024-07-22,8736.59,5,True,585,60771,92727,20.240.135.87,Mozilla/5.0 (Linux),Books
45,Emily,Hernandez,dorothy.johnson38@email.com,+44-20-2480,40,Female,UK,Edinburgh,2019-12-07,2024-06-02,1541.14,68,True,760,104177,SE3B 2DB,112.50.51.114,Mozilla/5.0 (Android),Sports
46,Andrew,Martinez,lisa.moore21@email.com,+44-20-4804,22,Female,UK,Bristol,2022-09-27,2024-01-05,9877.75,39,False,767,120480,NW8C 4DD,119.130.235.66,Mozilla/5.0 (Windows NT 10.0),Fashion
47,Robert,Smith,daniel.walker88@email.com,+49-30-6881,67,Male,Germany,Hannover,2023-08-27,2024-12-03,7477.2,37,False,667,109569,56179,148.151.151.6,Mozilla/5.0 (Macintosh),Beauty
48,Maria,Lewis,charles.johnson75@email.com,+44-20-5106,41,Male,UK,Manchester,2022-07-09,2024-11-26,9105.32,42,True,762,53021,SE3C 9CB,174.70.49.232,Mozilla/5.0 (iPhone),Home
49,Sandra,Thompson,betty.thompson51@email.com,+1-416-6549,69,Female,Canada,Vancouver,2019-06-04,2024-03-13,7927.75,2,True,685,100329,D8N 5X7,206.58.239.247,Mozilla/5.0 (Linux),Books
50,Thomas,Robinson,charles.king90@email.com,+1-555-4830,37,Female,USA,Los Angeles,2022-06-03,2024-04-23,1483.79,5,True,705,94569,25220,121.12.167.235,Mozilla/5.0 (Windows NT 10.0),Fashion
51,Daniel,Harris,betty.jones54@email.com,+33-1-3222,59,Male,France,Bordeaux,2023-03-02,2024-10-03,6194.96,36,False,566,120476,58566,100.232.189.172,Mozilla/5.0 (Macintosh),Home
52,Emily,Gonzalez,robert.miller16@email.com,+49-30-4868,70,Female,Germany,Munich,2022-11-05,2024-07-07,6661.41,83,False,560,36629,53713,219.185.50.252,Mozilla/5.0 (Macintosh),Fashion
53,Steven,Jones,dorothy.young77@email.com,+33-1-4362,18,Female,France,Marseille,2023-11-17,2024-04-29,9876.52,70,False,678,134662,32871,18.106.110.209,Mozilla/5.0 (Windows NT 10.0),Beauty
54,Robert,Johnson,david.harris54@email.com,+1-555-3159,51,Male,USA,Los Angeles,2020-10-25,2024-01-09,4814.84,100,True,735,97271,87812,4.183.121.151,Mozilla/5.0 (Windows NT 10.0),Home
55,Mary,Walker,richard.wilson88@email.com,+33-1-4629,24,Female,France,Bordeaux,2022-08-10,2024-01-16,827.56,11,True,714,109730,29442,243.22.154.118,Mozilla/5.0 (Windows NT 10.0),Fashion
56,Charles,Taylor,karen.wilson13@email.com,+1-416-9984,68,Male,Canada,Hamilton,2022-05-08,2024-09-28,7236.32,28,False,770,89186,H7M 8P7,183.166.195.255,Mozilla/5.0 (Linux),Electronics
57,Michael,Robinson,michael.williams56@email.com,+1-416-7992,24,Female,Canada,Montreal,2019-11-09,2024-08-30,5608.07,76,True,837,103620,M2R 6R1,81.130.191.245,Mozilla/5.0 (iPhone),Sports
58,Patricia,Walker,nancy.lopez15@email.com,+1-416-6761,66,Female,Canada,Halifax,2021-09-14,2024-04-24,2338.98,55,True,837,130588,Y9A 5A3,27.108.79.169,Mozilla/5.0 (iPhone),Beauty
59,Michael,Jones,betty.lee4@email.com,+1-416-6567,23,Male,Canada,Winnipeg,2019-10-21,2024-10-16,4256.34,44,False,630,78503,L6X 2B3,90.3.92.223,Mozilla/5.0 (Macintosh),Sports
60,Robert,Miller,steven.taylor15@email.com,+1-555-2336,40,Female,USA,Los Angeles,2022-05-28,2024-08-14,2904.14,87,False,799,99066,97442,70.226.217.125,Mozilla/5.0 (iPhone),Electronics
61,Steven,Rodriguez,maria.hernandez16@email.com,+44-20-7475,18,Female,UK,Edinburgh,2020-09-09,2024-04-18,1839.38,49,True,822,122231,SE9C 2DA,253.28.3.53,Mozilla/5.0 (Android),Electronics
62,Maria,Brown,richard.smith42@email.com,+49-30-2275,28,Female,Germany,Stuttgart,2021-04-08,2024-11-23,972.49,14,False,674,87104,87184,221.160.219.147,Mozilla/5.0 (Android),Sports
63,Christopher,Lee,sarah.taylor66@email.com,+1-555-7484,30,Female,USA,San Diego,2020-11-13,2024-03-27,7301.05,83,True,625,60968,23474,223.158.173.57,Mozilla/5.0 (Macintosh),Books
64,Charles,Clark,daniel.clark75@email.com,+44-20-3842,46,Female,UK,Bristol,2023-05-02,2024-11-17,1594.48,9,False,790,87961,NW5A 6AC,155.78.38.46,Mozilla/5.0 (Android),Home
65,Charles,Jackson,nancy.lewis95@email.com,+1-555-1932,20,Female,USA,Seattle,2023-11-05,2024-02-16,6553.19,42,False,793,95715,29773,95.146.39.166,Mozilla/5.0 (Windows NT 10.0),Home
66,Christopher,Taylor,karen.garcia47@email.com,+1-555-6626,41,Female,USA,Dallas,2020-05-22,2024-08-12,4146.82,44,False,576,133445,92691,252.43.88.11,Mozilla/5.0 (Linux),Books
67,William,Williams,daniel.thompson19@email.com,+1-555-6401,40,Female,USA,Dallas,2023-01-22,2024-12-02,1376.62,91,True,593,70577,83259,25.197.145.65,Mozilla/5.0 (Android),Beauty
68,Maria,Garcia,james.hernandez99@email.com,+1-416-3093,49,Male,Canada,Calgary,2021-01-11,2024-01-10,9999.77,20,False,589,68770,D9W 9B6,172.47.216.131,Mozilla/5.0 (iPad),Fashion
69,Betty,Anderson,emily.wilson47@email.com,+33-1-7172,61,Male,France,Bordeaux,2022-11-19,2024-11-15,6144.89,97,True,779,60671,79993,40.83.92.213,Mozilla/5.0 (Macintosh),Books
70,Jessica,Robinson,james.lewis78@email.com,+49-30-4178,26,Female,Germany,Berlin,2020-07-31,2024-07-14,6447.67,48,False,833,43446,77621,95.225.236.197,Mozilla/5.0 (Windows NT 10.0),Books
71,Paul,Anderson,andrew.lopez4@email.com,+1-555-3626,44,Male,USA,Dallas,2021-06-14,2024-02-16,5069.87,31,True,747,40696,59140,70.230.75.213,Mozilla/5.0 (Macintosh),Electronics
72,Mark,Robinson,david.clark91@email.com,+1-416-2623,48,Female,Canada,Halifax,2019-03-20,2024-05-26,151.99,11,False,559,63544,G3W 9R2,215.171.74.36,Mozilla/5.0 (iPhone),Fashion
73,Michael,Brown,paul.young64@email.com,+1-416-2996,56,Male,Canada,Hamilton,2023-06-14,2024-11-14,5792.97,92,False,623,68177,R1Y 6H7,13.122.214.164,Mozilla/5.0 (Macintosh),Beauty
74,Richard,Walker,mary.johnson82@email.com,+1-555-9576,42,Female,USA,Phoenix,2021-12-13,2024-10-05,7498.43,46,True,584,75193,41604,250.184.34.245,Mozilla/5.0 (Linux),Beauty
75,Paul,Clark,lisa.anderson90@email.com,+1-555-6447,48,Male,USA,Chicago,2020-11-24,2024-11-25,724.7,100,True,784,34847,48462,35.22.180.140,Mozilla/5.0 (Macintosh),Electronics
76,Robert,Johnson,steven.lee25@email.com,+44-20-1686,36,Female,UK,London,2023-07-28,2024-10-05,8671.4,43,False,689,46315,NW7D 8DC,81.158.203.254,Mozilla/5.0 (Macintosh),Home
77,Karen,Robinson,jessica.moore38@email.com,+49-30-7018,38,Male,Germany,Munich,2021-05-19,2024-02-10,3346.41,38,False,706,88447,88986,237.136.42.187,Mozilla/5.0 (Linux),Home
78,Robert,Lee,dorothy.johnson10@email.com,+44-20-8272,60,Female,UK,Bristol,2023-11-17,2024-06-29,5179.55,96,False,631,34081,SE8A 3AB,90.228.21.187,Mozilla/5.0 (Linux),Books
79,Charles,Clark,michael.jackson18@email.com,+1-416-7272,51,Female,Canada,Winnipeg,2021-07-10,2024-07-08,3212.42,36,False,677,44869,A3T 9P9,244.16.78.174,Mozilla/5.0 (Windows NT 10.0),Books
80,Charles,Garcia,andrew.white57@email.com,+1-416-8311,23,Female,Canada,Edmonton,2019-09-09,2024-03-10,7124.45,71,True,827,68058,L3Z 3N9,55.146.251.52,Mozilla/5.0 (Macintosh),Electronics
81,Charles,Lewis,nancy.jones79@email.com,+44-20-3275,23,Male,UK,Liverpool,2022-02-08,2024-10-20,4041.78,92,False,795,98903,EC7A 3CA,61.252.13.93,Mozilla/5.0 (Android),Home
82,Christopher,Jones,maria.garcia21@email.com,+33-1-6644,38,Male,France,Nantes,2021-10-26,2024-01-29,9480.08,67,True,695,140878,20336,33.93.66.111,Mozilla/5.0 (iPhone),Fashion
83,Jessica,Thompson,karen.harris78@email.com,+33-1-5496,39,Male,France,Paris,2022-08-05,2024-03-27,904.11,83,True,845,64688,95344,33.155.47.129,Mozilla/5.0 (Macintosh),Sports
84,Charles,Williams,mark.johnson21@email.com,+49-30-1496,46,Female,Germany,Leipzig,2020-05-16,2024-07-26,4697.98,44,False,623,70970,51853,128.148.154.124,Mozilla/5.0 (Linux),Books
85,Robert,Anderson,linda.jones13@email.com,+49-30-3142,21,Female,Germany,Dusseldorf,2020-05-10,2024-08-26,8655.22,54,True,677,143417,30932,195.189.54.82,Mozilla/5.0 (iPhone),Sports
86,Andrew,Martinez,mary.smith12@email.com,+1-416-4110,43,Female,Canada,Calgary,2021-11-20,2024-08-27,2229.93,46,False,574,36624,L8Y 8L9,196.81.255.255,Mozilla/5.0 (Windows NT 10.0),Electronics
87,Richard,Johnson,daniel.moore25@email.com,+49-30-3194,41,Female,Germany,Munich,2021-04-05,2024-07-06,3924.85,58,True,831,66663,91689,226.135.187.196,Mozilla/5.0 (Linux),Sports
88,Steven,Jones,james.martin66@email.com,+1-555-3108,43,Male,USA,New York,2023-06-16,2024-06-22,485.25,92,False,720,135377,72094,250.49.201.96,Mozilla/5.0 (iPad),Home
89,Daniel,Hernandez,christopher.robinson66@email.com,+44-20-9446,52,Female,UK,Belfast,2021-03-15,2024-11-11,3067.93,3,False,738,73416,SW7C 1DC,36.167.163.42,Mozilla/5.0 (Linux),Sports
90,David,Robinson,lisa.davis5@email.com,+33-1-4728,54,Male,France,Toulouse,2021-12-09,2024-11-18,287.48,41,False,764,49848,64127,185.26.245.44,Mozilla/5.0 (Linux),Fashion
91,Nancy,Hernandez,lisa.thomas68@email.com,+49-30-9221,42,Female,Germany,Hamburg,2019-10-10,2024-09-22,4650.67,69,True,725,101601,56437,199.241.31.181,Mozilla/5.0 (Linux),Beauty
92,Steven,Martinez,mark.miller89@email.com,+1-416-8932,63,Female,Canada,Edmonton,2020-09-03,2024-04-25,4850.05,72,False,690,67721,D9P 7N3,50.126.142.143,Mozilla/5.0 (iPhone),Electronics
93,Paul,Moore,robert.king72@email.com,+1-416-2294,62,Female,Canada,Montreal,2021-09-08,2024-04-19,1181.34,95,True,850,61363,H1V 4Z4,89.226.131.192,Mozilla/5.0 (Windows NT 10.0),Electronics
94,Nancy,King,jessica.wilson84@email.com,+49-30-6411,48,Female,Germany,Frankfurt,2023-04-28,2024-03-11,7583.52,37,True,714,67409,94659,184.241.51.175,Mozilla/5.0 (Windows NT 10.0),Electronics
95,Paul,Gonzalez,dorothy.thomas24@email.com,+33-1-4804,65,Female,France,Paris,2023-12-12,2024-03-31,191.74,73,True,604,73914,47298,137.19.89.107,Mozilla/5.0 (Android),Beauty
96,Jessica,Harris,charles.lee33@email.com,+33-1-9590,63,Male,France,Paris,2020-01-30,2024-02-27,7392.52,38,False,840,118395,35318,127.68.239.70,Mozilla/5.0 (Macintosh),Sports
97,David,Thomas,william.king32@email.com,+49-30-8007,18,Female,Germany,Dusseldorf,2022-10-02,2024-02-18,2431.66,97,True,686,73204,49576,132.167.44.103,Mozilla/5.0 (iPad),Beauty
98,Maria,Garcia,richard.thompson65@email.com,+33-1-1187,63,Female,France,Lyon,2022-09-29,2024-03-01,6423.24,38,False,738,110560,38947,67.184.120.16,Mozilla/5.0 (Macintosh),Fashion
99,Steven,Davis,lisa.clark77@email.com,+49-30-3509,68,Male,Germany,Dresden,2022-01-29,2024-08-29,4522.8,91,True,735,40237,83946,117.191.212.180,Mozilla/5.0 (Windows NT 10.0),Electronics
100,Sarah,Thompson,james.white75@email.com,+33-1-9281,49,Male,France,Lille,2023-10-16,2024-09-23,4510.28,8,False,782,47294,77272,52.76.84.84,Mozilla/5.0 (Android),Home
101,Paul,Smith,betty.miller75@email.com,+33-1-1945,22,Male,France,Strasbourg,2019-02-14,2024-07-21,3510.84,9,False,827,37897,19046,144.236.157.186,Mozilla/5.0 (Android),Electronics
102,Sandra,King,ashley.gonzalez49@email.com,+1-416-7698,23,Male,Canada,Edmonton,2023-12-31,2024-07-14,1274.47,69,False,751,99316,E4A 1L8,47.69.215.96,Mozilla/5.0 (Linux),Beauty
103,Robert,Miller,ashley.young93@email.com,+33-1-7948,66,Male,France,Paris,2021-08-01,2024-06-26,8113.83,54,True,558,61544,37011,137.194.117.64,Mozilla/5.0 (Windows NT 10.0),Electronics
104,Linda,Moore,james.clark8@email.com,+33-1-1550,26,Female,France,Toulouse,2019-04-01,2024-07-24,8176.28,94,False,844,71799,85690,115.24.125.190,Mozilla/5.0 (iPad),Beauty
105,Nancy,Jackson,andrew.harris23@email.com,+1-416-4881,58,Female,Canada,Hamilton,2020-09-07,2024-05-20,5006.65,45,True,745,132996,V6R 7E5,78.73.113.106,Mozilla/5.0 (Android),Fashion
106,Ashley,Johnson,nancy.wilson54@email.com,+33-1-8758,53,Male,France,Strasbourg,2022-12-20,2024-03-14,2504.3,27,False,719,114765,20363,62.115.153.220,Mozilla/5.0 (Android),Books
107,Sandra,Williams,james.lewis98@email.com,+1-555-9775,55,Male,USA,Austin,2021-02-11,2024-11-05,2168.0,43,True,705,149143,12009,186.97.26.69,Mozilla/5.0 (Macintosh),Fashion
108,Steven,Martinez,richard.anderson69@email.com,+1-555-8846,59,Female,USA,Phoenix,2020-05-05,2024-10-09,2689.46,66,False,804,91080,22924,235.124.104.102,Mozilla/5.0 (Linux),Home
109,John,Rodriguez,nancy.king75@email.com,+1-416-4328,55,Female,Canada,Ottawa,2022-02-26,2024-04-23,1608.87,43,True,667,79786,X4T 9Z6,95.160.211.12,Mozilla/5.0 (iPhone),Home
110,Jessica,King,andrew.moore83@email.com,+49-30-8550,21,Male,Germany,Munich,2023-01-15,2024-10-06,9457.36,86,False,574,130183,10836,44.180.86.36,Mozilla/5.0 (Android),Fashion
111,Emily,Martin,thomas.thompson79@email.com,+44-20-2113,48,Female,UK,London,2021-11-01,2024-08-21,165.46,71,False,760,31553,SW9C 9CA,182.77.4.56,Mozilla/5.0 (iPad),Beauty
112,Paul,Lopez,robert.lewis51@email.com,+49-30-3937,23,Female,Germany,Dusseldorf,2020-01-29,2024-11-13,4644.08,32,False,665,69318,99658,28.49.76.62,Mozilla/5.0 (Windows NT 10.0),Beauty
113,Mark,Garcia,michael.thomas56@email.com,+1-555-2531,59,Female,USA,Seattle,2021-09-01,2024-01-29,9775.56,13,True,820,35577,40115,104.194.193.142,Mozilla/5.0 (Macintosh),Beauty
114,Jessica,King,sandra.hernandez3@email.com,+33-1-8790,31,Male,France,Strasbourg,2020-07-28,2024-10-05,9295.86,39,True,633,103919,41519,70.23.38.176,Mozilla/5.0 (iPad),Home
115,Sarah,Wilson,linda.robinson10@email.com,+33-1-6435,39,Female,France,Nantes,2023-03-07,2024-06-26,393.29,35,True,780,94304,39902,99.71.40.129,Mozilla/5.0 (iPhone),Sports
116,Mark,Williams,michael.rodriguez20@email.com,+49-30-8075,42,Male,Germany,Dusseldorf,2022-06-20,2024-05-31,3235.11,14,True,596,30680,50405,48.194.43.198,Mozilla/5.0 (Android),Books
117,Sarah,Smith,michael.lopez71@email.com,+1-416-2674,23,Female,Canada,Winnipeg,2021-07-08,2024-10-12,222.17,53,False,748,132127,C9H 9F7,34.44.95.111,Mozilla/5.0 (Macintosh),Fashion
118,Jennifer,Martinez,mary.lewis10@email.com,+1-416-5933,41,Female,Canada,Calgary,2019-12-09,2024-08-10,7236.9,64,False,650,90012,D3L 1P6,69.252.74.17,Mozilla/5.0 (iPad),Home
119,Mary,Hernandez,jessica.gonzalez41@email.com,+1-416-8212,36,Female,Canada,Halifax,2020-10-18,2024-11-04,7841.55,42,True,742,66739,P6D 4X9,86.220.69.77,Mozilla/5.0 (Macintosh),Beauty
120,Paul,Walker,dorothy.lewis53@email.com,+33-1-1440,61,Female,France,Marseille,2023-06-22,2024-05-29,6370.03,31,True,679,116332,30203,244.236.107.113,Mozilla/5.0 (Linux),Home
121,Dorothy,Lopez,mark.young69@email.com,+49-30-2211,56,Male,Germany,Munich,2021-11-03,2024-08-02,7712.65,85,True,731,51802,94803,115.245.205.137,Mozilla/5.0 (iPad),Electronics
122,Linda,Taylor,betty.taylor72@email.com,+33-1-7547,55,Male,France,Bordeaux,2019-01-22,2024-02-20,3803.78,60,False,806,49758,55215,248.169.220.28,Mozilla/5.0 (Windows NT 10.0),Home
123,Maria,Hernandez,charles.lewis27@email.com,+1-555-5840,51,Female,USA,San Diego,2023-02-04,2024-03-13,4814.01,57,False,781,71800,18804,107.43.59.213,Mozilla/5.0 (iPhone),Electronics
124,Christopher,Garcia,nancy.garcia43@email.com,+1-555-1370,53,Female,USA,Austin,2023-06-27,2024-03-25,2395.37,52,True,644,54430,93948,218.175.55.174,Mozilla/5.0 (Linux),Home
125,Mark,Miller,james.rodriguez97@email.com,+49-30-1478,63,Male,Germany,Hannover,2021-05-29,2024-07-18,1107.35,69,True,645,77945,52727,189.101.230.152,Mozilla/5.0 (Macintosh),Home
126,Daniel,Brown,patricia.lopez59@email.com,+1-555-5298,57,Male,USA,Phoenix,2021-03-06,2024-11-08,9194.96,76,False,593,118094,27556,172.250.160.153,Mozilla/5.0 (iPhone),Electronics
127,Jennifer,Martin,david.jackson50@email.com,+44-20-6003,45,Male,UK,Glasgow,2019-10-17,2024-09-18,6391.47,89,False,638,102733,SE8C 3BC,30.93.191.178,Mozilla/5.0 (Android),Sports
128,Jennifer,Thompson,mary.wilson91@email.com,+1-555-6882,46,Female,USA,Chicago,2020-02-04,2024-07-15,918.44,4,False,662,68284,14285,244.4.248.35,Mozilla/5.0 (iPhone),Fashion
129,Robert,Clark,nancy.robinson47@email.com,+33-1-5729,52,Male,France,Bordeaux,2021-11-12,2024-02-27,5508.9,55,True,602,126467,95678,44.234.253.141,Mozilla/5.0 (Macintosh),Books
130,James,Lewis,betty.jackson89@email.com,+1-555-8368,40,Female,USA,Chicago,2023-11-08,2024-03-01,6199.9,27,True,655,135570,17780,68.178.44.113,Mozilla/5.0 (iPad),Books
